realSum,room_type,person_capacity,host_is_superhost,cleanliness_rating,bedrooms,dist,metro_dist
209.03147189089125,Private room,2,True,10,1,4.687725165015746,3.632031437799635
209.03147189089125,Private room,2,True,10,1,4.612475562748068,3.625932548901677
640.4518079347597,Entire home/apt,2,False,9,1,1.7326208039228015,0.504430856064857
209.03147189089125,Private room,2,True,10,1,4.68689685387767,3.595893239791539
934.0800974855296,Private room,4,True,10,1,1.1199150496750092,0.3824055698576001
210.2031729665128,Private room,2,False,9,1,2.478895351747357,1.3334441451638506
221.2171630773557,Private room,2,False,9,1,6.058988674664705,1.7481671673724164
441.2626250790898,Private room,2,False,10,1,0.7922262181442554,0.7338243167507649
325.498558807677,Private room,2,False,8,1,0.9249996021423226,0.7817880235791371
792.7729477655661,Entire home/apt,4,False,10,2,5.902076232094142,1.9405543232877949
213.95261640850188,Private room,2,True,10,1,7.01790675436861,0.2182564429090288
1557.19072950109,Entire home/apt,4,True,9,2,0.7503945779761707,0.8086828844577545
317.0623110632016,Private room,2,True,10,1,3.4008968845053844,1.512648825694328
319.6400534295691,Entire home/apt,2,True,10,1,3.403098485949505,0.7077232272113942
1044.6886790242074,Entire home/apt,2,False,10,1,3.0030686360809,1.6344634192292808
310.9694654699693,Entire home/apt,2,False,9,1,3.571400786708212,2.6197486990397936
295.0343308415157,Entire home/apt,2,False,9,1,4.6654114118221015,2.977480240083396
344.2457760176224,Entire home/apt,2,False,7,0,4.157070172595494,0.1012318191726814
3004.9445785391235,Entire home/apt,4,False,9,4,1.61529472873922,1.4025393444600294
539.2168350010546,Entire home/apt,2,False,10,1,3.7813310591990335,0.9202137108935404
460.9472031495325,Private room,2,True,10,1,0.5851829316999698,0.401275176970096
1376.514423640241,Entire home/apt,4,True,10,2,1.9307016592209525,1.5858252502236687
415.4852014154149,Entire home/apt,4,True,10,1,5.0392331758922175,1.7304866027390526
215.12431748412348,Private room,2,True,10,1,3.5992221200932195,2.460046063839885
393.4572211937291,Private room,2,True,10,1,1.4993631412343562,0.2314822152442006
232.23115318819865,Private room,2,False,10,0,3.716679326293173,1.5569628923100989
774.2600707707451,Entire home/apt,2,True,10,1,1.8105403189141107,0.5203169404675712
291.0505471844023,Private room,2,False,9,1,0.6539669819722009,0.3510826980086694
604.5977550207392,Entire home/apt,4,True,10,1,1.8831520950903005,0.7067286569629585
467.0400487427648,Entire home/apt,2,False,10,1,1.4071102007540723,1.3814078101685354
744.4988634499567,Entire home/apt,2,False,10,0,2.6780920014537366,1.844094477601163
250.74403018301973,Private room,2,True,10,1,2.061576554640393,1.558177167802819
544.1379795186652,Private room,4,True,10,2,1.792237506252496,1.8748732889669992
424.1557893750147,Entire home/apt,2,False,10,1,3.3426480507193443,0.647097191952299
675.6028402034074,Entire home/apt,2,True,10,1,1.2265998445779276,0.4873379813018268
909.4743748974762,Entire home/apt,4,True,10,2,2.6187094013605834,0.4308307558331673
264.1014224451058,Private room,2,True,10,1,2.85095702392196,1.0720367196207157
196.6114404893024,Private room,2,True,10,1,10.723483252396443,0.4545625659060568
700.442903006585,Entire home/apt,4,True,9,2,4.934493704887129,1.0142340425633636
307.22002202798024,Private room,2,True,10,1,3.816301136112157,2.642407201417929
528.2028448902116,Private room,4,False,10,1,4.295560862635061,0.1831750782063814
675.6028402034074,Entire home/apt,2,False,10,1,3.3720972916742413,2.1386838643617683
675.6028402034074,Entire home/apt,4,True,10,1,1.960856865325015,0.500426586761092
515.7828134886229,Entire home/apt,3,False,9,1,3.1412948011878608,2.2704517555461674
442.66866636983576,Entire home/apt,2,False,10,1,1.680914916130399,0.204161187927555
596.1615072762637,Entire home/apt,4,False,10,3,1.9343923826676208,0.2811494140770151
920.4883650083192,Entire home/apt,4,True,10,3,1.2475451828191395,0.939539308934614
718.9557800014061,Entire home/apt,2,False,10,1,2.870363252764024,0.6699301441556185
276.52145384669467,Private room,2,True,10,1,7.723053179546973,3.2463361960463843
988.2126871792468,Entire home/apt,4,False,9,3,2.064980564395761,0.1256081740720538
270.4286082534624,Private room,2,True,10,1,2.4735025666746417,0.3348317397744452
798.6314531436741,Entire home/apt,4,False,8,2,0.218366101609283,0.2591512188348284
3637.6631593747807,Entire home/apt,4,False,10,3,0.7242106613067878,0.1863698123406392
479.4600801443536,Entire home/apt,3,False,9,1,2.010016972105639,1.4750921740191227
934.0800974855296,Entire home/apt,2,True,10,1,1.1547535644310036,1.2846700786178615
639.0457666440138,Entire home/apt,4,False,10,2,1.8376328981523096,1.584238759465108
1474.9373139924544,Private room,5,True,10,2,1.088797787354492,1.212522232900192
1020.082956436154,Entire home/apt,4,True,9,2,1.388807900683971,0.1269511243741907
1192.088674337403,Entire home/apt,4,False,10,2,0.7110008852626659,0.8957467668007161
798.6314531436741,Entire home/apt,2,False,10,1,3.418305160366661,1.1743112776586542
854.4044243432617,Entire home/apt,4,False,10,3,3.3858261601570585,0.8591961020934598
614.4400440559605,Private room,2,False,8,1,3.6811019022708114,0.6261363394588191
283.7860005155485,Private room,2,False,9,1,1.1876186249041147,0.7745627020997912
870.105218756591,Entire home/apt,4,False,10,3,3.7690531200659865,1.5272057403729855
180.20762543060016,Private room,2,False,9,1,2.196436786257042,1.887286633437381
242.07344222342,Private room,2,True,10,1,8.283327632149607,0.5951119453181583
418.0629437817825,Private room,4,False,9,1,3.752141559788319,2.479915042294863
281.4425983643053,Private room,2,False,10,1,2.4074427244730043,1.3443515378999538
215.12431748412348,Private room,2,False,10,1,8.56840750623002,0.8093578607499121
448.5271717479437,Private room,2,False,10,1,1.1011644838435135,0.3515608640822453
614.4400440559605,Entire home/apt,2,False,10,1,2.378975833053337,0.3727314901110468
279.09919621306216,Private room,2,False,9,1,8.568404780360307,0.8093416220982698
663.6514892320672,Entire home/apt,2,False,8,1,3.603560472926401,0.5668273884573035
279.09919621306216,Private room,2,False,9,1,3.018615585902174,0.5247043217551033
1044.6886790242074,Entire home/apt,2,False,10,1,0.7632839134656935,0.7397462391919207
299.72113514400206,Private room,2,False,9,1,4.137211263962653,2.8408930193825026
405.6429123801936,Entire home/apt,2,False,10,1,3.6367767909716906,0.4404027289694567
2556.183066576056,Entire home/apt,6,True,10,3,0.9709188271346144,1.096036280158745
985.6349448128794,Entire home/apt,2,False,10,1,2.1196232016134884,1.5086101517302042
1214.116654559089,Entire home/apt,4,False,9,0,1.9378488749721643,1.5727986406510968
305.8139807372343,Private room,4,True,10,1,3.7107928910227055,0.2215851965007317
937.5952007123944,Private room,4,False,9,1,1.0057848731195025,0.5415389093721886
292.45658847514824,Private room,2,True,9,1,4.718971513745547,0.7322021630584719
552.808567478265,Entire home/apt,4,True,10,1,4.456138821808169,0.4126505145672419
1228.880088111921,Entire home/apt,4,False,8,2,4.018532276866914,0.6144464815739037
251.91573125864133,Private room,2,False,8,1,2.4303914974794214,0.3131754497085762
258.2429170669979,Private room,2,False,9,1,3.168237065948456,0.9120456255463492
562.8851967286106,Private room,4,False,10,1,0.9580992248851998,0.9885629382649193
462.1189042251541,Entire home/apt,2,False,10,0,0.3714395451909041,0.134728523844149
458.369460783165,Entire home/apt,2,True,10,1,2.146646791238017,1.3945468029754575
184.4257493028379,Private room,2,True,10,1,3.472098019071252,1.028521865497918
780.5872565791016,Entire home/apt,4,False,10,2,2.2190485159577604,0.1534425610558035
228.71604996133388,Private room,2,False,10,1,1.258901386091701,1.1347773626037854
221.45150329248003,Private room,2,True,10,1,10.853492735263176,0.7640354186733012
385.9583343097509,Private room,2,False,9,0,0.1613319628315826,0.3700923222171218
436.3414805614792,Entire home/apt,3,False,9,1,3.3127304935792248,0.5168796995178072
626.3913950273006,Entire home/apt,4,True,10,2,2.2645205162247763,0.4557332516539836
835.8915473484406,Entire home/apt,2,False,10,1,1.133040038699657,0.4199509714157932
833.3138049820731,Entire home/apt,4,False,10,2,2.379144746458994,0.4821955342373608
424.1557893750147,Entire home/apt,2,False,10,1,1.590912120846862,1.5167871078585553
602.254352869496,Entire home/apt,4,False,10,1,2.178444728310984,1.3971998000797672
1425.7258688163477,Entire home/apt,4,False,9,2,0.6937770390868382,0.6103862978784339
737.2343167811028,Entire home/apt,4,False,10,3,1.5250661771208915,1.2483942832692196
397.2066646357181,Entire home/apt,3,False,9,1,6.375406380227657,2.446078866743691
290.1131863239051,Private room,2,False,9,1,2.285602198759076,0.2944749113660804
221.2171630773557,Private room,2,True,9,1,2.4741674013100776,1.499850873780279
245.82288566540907,Private room,2,True,10,1,6.050694737204826,1.6662920533924643
196.6114404893024,Private room,2,False,8,1,10.453219551947551,0.3322092144010337
258.0085768518736,Private room,2,True,10,1,4.599353594596956,0.5030919944116142
1413.3058374147588,Private room,4,False,10,4,2.5285867094854373,1.472691888707652
479.4600801443536,Entire home/apt,2,False,9,1,4.774310108806402,0.2820637280625477
920.4883650083192,Entire home/apt,4,True,10,3,1.0502783080107736,0.8064406756102587
622.876291800436,Entire home/apt,2,True,10,1,1.750366502069159,1.6355972255474551
317.0623110632016,Private room,2,False,10,1,0.5932291959302427,0.6365911773087146
344.2457760176224,Entire home/apt,3,False,9,0,5.21296650933706,3.832716042112928
409.39235582218265,Entire home/apt,4,False,9,2,2.6612728993460566,1.970027955112244
282.6142994399269,Private room,2,False,10,1,2.1593820479734256,1.5422503626132524
319.6400534295691,Private room,2,False,9,1,0.3940358562606905,0.1959483590067264
290.1131863239051,Private room,2,False,8,1,2.2105463427447107,1.206081902143363
381.0371897921403,Private room,2,False,10,1,0.7553339649403623,0.4486168804903532
276.52145384669467,Private room,2,True,10,1,5.924732550802987,1.4765118209583892
811.0514845452628,Entire home/apt,2,False,10,1,1.3793400398962383,0.3861357620803379
1106.320155601903,Entire home/apt,2,True,10,1,1.0183806520872525,0.8601405523850606
435.1697794858576,Entire home/apt,2,False,10,1,2.5329930094495627,0.3442966105560922
381.0371897921403,Private room,2,True,10,1,1.2286456559027872,0.3698019532961227
513.673751552504,Entire home/apt,3,False,10,2,3.1050637991936187,1.8878481438597647
309.7977643943477,Private room,2,False,10,1,2.3702088966394856,1.8562790047053896
516.0171537037471,Entire home/apt,4,False,9,2,1.196304903861786,0.9783056128746024
614.4400440559605,Private room,4,False,10,1,1.3701507627213405,0.1073010915114232
737.2343167811028,Entire home/apt,2,False,8,1,2.445875336409064,0.626836891216754
685.9138096688773,Entire home/apt,4,True,10,2,2.8597924696165715,0.5770980648418833
823.4715159468517,Entire home/apt,5,False,10,2,3.503952091186423,1.7228436691300804
307.22002202798024,Entire home/apt,2,False,9,1,2.8949775310449337,1.7688405854417426
1997.281653504558,Entire home/apt,6,False,9,3,1.5122702295762689,0.1941015234293637
638.8114264288895,Entire home/apt,2,False,9,1,4.026662462247161,0.8724677156341855
1136.5500433529398,Entire home/apt,4,True,10,3,3.1972985934282425,0.5412267604627591
405.6429123801936,Private room,4,False,10,1,11.187100154117871,0.4238807315942822
400.4874276474586,Private room,2,False,10,0,0.8307142280759556,0.4514115129639788
307.22002202798024,Private room,2,False,10,1,2.2387743821770667,0.2342390132526644
688.0228716049962,Private room,4,False,10,2,1.2822467230183203,1.197580042986349
648.8880556792352,Entire home/apt,2,False,10,1,1.5910392036654406,1.5138877551236871
331.8257446160336,Entire home/apt,2,False,10,0,2.6153792122347443,1.978808815342543
420.4063459330256,Entire home/apt,2,True,9,0,2.1379533266321595,0.0576981436516522
774.2600707707451,Entire home/apt,2,False,10,1,3.24668560709205,0.733216648892451
1126.942094532843,Entire home/apt,4,False,8,2,2.88941954285758,1.1995434912583012
208.7971316757669,Private room,2,False,8,1,10.40607716946772,0.4685946543749776
522.3443395121037,Private room,4,False,10,2,2.6965813900665454,1.83151589988676
448.5271717479437,Private room,2,True,9,1,1.2243296655599034,0.9383892634659836
204.1103273732805,Private room,2,False,10,1,10.898646644844804,0.2003325792143527
442.66866636983576,Private room,2,False,9,1,0.8166865418020203,0.9430410759408056
325.498558807677,Private room,2,True,10,1,3.2543600386540854,0.8150482720745783
1351.9087010521878,Entire home/apt,4,False,9,2,0.6128074572394556,0.6261354026228159
583.9758160897992,Entire home/apt,4,False,10,2,6.805426268752378,0.4178391799529932
614.4400440559605,Entire home/apt,4,False,9,3,4.055558885452375,2.144151474553194
279.09919621306216,Private room,4,False,9,1,7.297903452296986,3.0297151455229785
345.1831368781197,Private room,2,False,10,1,1.2051762215606054,0.427585515339741
245.82288566540907,Private room,4,False,10,0,2.86126129098388,1.341994910603279
522.3443395121037,Entire home/apt,3,False,10,2,9.461193276819836,0.5199748417991036
303.4705785859912,Private room,4,False,5,0,3.8756943705432993,0.5335506980152729
798.8657933587983,Entire home/apt,5,False,9,3,3.816294493436277,0.7166396308234398
654.9809012724675,Private room,2,False,10,1,1.157611864220484,0.4427565973806295
277.45881470719195,Private room,2,True,10,1,4.048209028263254,0.1245077819423133
498.910317999672,Private room,4,True,10,2,3.9197071621384896,0.1967484252974422
491.64577133081815,Entire home/apt,4,False,10,2,3.061593749736752,0.4565702771027853
442.4343261547114,Private room,2,True,10,1,2.0819265631422392,2.005066358810773
202.70428608253465,Private room,2,True,10,1,8.328174013681252,3.322728204022658
258.0085768518736,Shared room,3,True,10,1,7.174061152495985,3.00537913654262
245.82288566540907,Private room,2,True,10,1,3.869383502868556,1.1541799683788203
669.7443348252995,Entire home/apt,4,False,9,2,2.502125234308872,1.9683862116295985
453.4483162655544,Entire home/apt,2,False,9,1,2.946369673139789,0.8805309068987951
706.5357485998172,Entire home/apt,4,False,9,3,2.531798798357753,1.9508241563748103
1038.361493215851,Entire home/apt,4,False,9,2,0.1951980501873343,0.2543870729567982
2500.8787758067165,Entire home/apt,4,False,9,1,1.4292708718377594,1.2019194359640075
399.5500667869613,Private room,2,False,9,0,0.9598558196666732,0.6589549052774286
407.9863145314368,Private room,2,False,9,0,1.731690237097334,0.1068345836161703
407.9863145314368,Private room,2,False,8,0,1.7635668072623376,0.1304376878811783
319.40571321444475,Private room,2,False,9,1,1.1103486515953374,1.2007269573498716
817.1443301384951,Entire home/apt,4,False,10,3,4.193063773512277,0.1530381646078639
792.7729477655661,Entire home/apt,6,False,9,3,6.446611060893965,2.5320980249943688
274.1780516954515,Private room,2,False,9,1,1.1633859680678085,0.6138031297978308
774.2600707707451,Entire home/apt,2,False,9,1,0.345523840742521,0.4195982639991573
221.2171630773557,Private room,2,False,10,1,9.230171256230186,0.2947510204240605
436.3414805614792,Private room,2,False,9,0,1.0920611908615705,0.5619198281084249
974.6209547020364,Entire home/apt,3,False,10,1,1.2238902406353978,0.2904783052940414
1044.6886790242074,Entire home/apt,5,False,9,3,3.5132238825336257,1.660496489168836
607.1754973871067,Private room,4,True,10,1,1.4250454822872758,1.3247353046140298
314.4845686968341,Private room,2,False,9,1,2.123122113662819,0.2337022412454324
390.6451386122373,Private room,2,True,9,1,1.4250789186884407,1.324766945124097
449.6988728235653,Private room,4,True,10,1,0.2403669761183767,0.4770434349678951
181.8480069364704,Private room,2,False,10,1,2.7165218008543284,1.5253450419553285
2458.2288566540906,Entire home/apt,5,False,10,3,1.1627614308403376,0.9103197866147276
410.32971668267993,Entire home/apt,2,False,8,1,2.033686640136478,1.3125529101338531
771.6823284043776,Entire home/apt,2,False,9,1,2.670217588988946,0.6242630501583555
415.2508612002906,Entire home/apt,4,True,10,2,7.081052422366315,3.19576631771615
577.4142900663184,Entire home/apt,2,False,9,1,1.2454901675254375,0.4970273626145227
531.9522883322007,Entire home/apt,2,False,9,1,1.210052845440982,0.9869445639151446
552.808567478265,Entire home/apt,4,False,9,2,6.329190085032534,4.411915315184665
1651.864176411314,Entire home/apt,4,False,10,3,0.9479501149031376,0.8155665154980324
282.8486396550512,Entire home/apt,2,True,10,1,4.04677392100638,1.2112289797247815
347.9952194596115,Private room,4,True,10,2,7.448076119094492,2.4623758154471687
485.5529257375859,Entire home/apt,3,False,9,2,2.4211262791138632,1.3912920795491988
436.3414805614792,Private room,2,True,10,1,0.7316357598343444,0.3063782603336532
221.2171630773557,Private room,2,False,10,1,2.772629647037306,1.3098681163007877
460.9472031495325,Entire home/apt,2,True,10,1,1.6603169580718946,0.0365299349690898
552.808567478265,Entire home/apt,4,False,9,3,8.149967773654454,3.3115272879983904
368.8514986056758,Entire home/apt,2,False,10,1,6.978908089437527,0.0687184318413499
209.03147189089125,Private room,2,False,9,0,4.629759730730524,0.8502639211480465
568.9780423218428,Private room,3,False,10,0,0.5016413716644758,0.2751186389666705
1044.6886790242074,Entire home/apt,4,True,9,2,1.7381836787487484,0.3776491570566164
489.30236917957495,Entire home/apt,2,False,8,1,0.5314343611142552,0.147342513212529
239.7300400721768,Private room,2,False,9,1,1.8778904684545863,0.7651677882558822
734.8909146298597,Entire home/apt,4,False,9,2,0.8268636946364731,0.6483040842536506
274.1780516954515,Private room,2,True,10,1,3.169262405932536,0.6419533809730128
399.5500667869613,Private room,2,False,10,1,1.1180016594802644,0.4841207760826837
337.91859020926586,Private room,3,False,10,1,3.042632814959356,1.68990296753702
474.0702551964943,Entire home/apt,4,False,10,2,7.494987621979645,3.316991622443339
534.7643709136926,Entire home/apt,2,False,10,1,2.290544365670652,1.6831399184913935
436.3414805614792,Private room,2,False,9,0,0.9823256087976632,0.6400305551847726
1112.1786609800108,Entire home/apt,4,False,9,2,0.9384199597900156,0.9089482696796484
614.4400440559605,Private room,4,False,9,2,0.8689376780218488,0.9431073696347472
202.70428608253465,Private room,2,False,9,1,3.5789888131796745,1.0807963140739605
430.24863496824696,Entire home/apt,2,False,10,1,3.481206790359048,1.3413970797407817
243.2451432990416,Private room,2,False,9,1,7.104815916987718,0.1969119600847507
277.69315492231624,Private room,2,True,10,1,2.759807642732134,1.6131358710845638
356.4314672040869,Private room,2,False,10,1,2.9304498212371377,0.9890716194329544
555.3863098446325,Private room,3,True,10,1,0.3971287274991505,0.4249699342286068
352.68202376209786,Entire home/apt,2,False,9,1,4.753301220591684,0.291265710472625
318.2340121388232,Private room,4,False,9,1,0.6432797933909642,0.7051149438759162
368.6171583905514,Entire home/apt,2,True,9,1,1.843414802892541,1.567852819146674
774.2600707707451,Private room,4,True,10,1,3.240919753612332,2.034269593921583
1029.925245471375,Entire home/apt,4,True,9,1,1.7763168318632667,0.3904185288251806
326.6702598832986,Entire home/apt,4,False,8,3,3.9253330803389503,1.968889299785439
299.72113514400206,Private room,2,False,10,1,3.812821067852762,1.1108471283219898
688.0228716049962,Entire home/apt,4,False,8,2,4.894306981480401,0.8312679532162717
399.31572657183705,Entire home/apt,3,False,10,1,2.7484060408978936,1.6530573697807769
362.5243127973192,Entire home/apt,2,False,10,2,2.465013388537726,0.1210290090382624
350.1042813957304,Private room,2,True,10,0,1.182523156670852,1.2642717941773842
1038.361493215851,Entire home/apt,2,False,9,1,1.761900973638962,1.6840366529235025
432.3576969043658,Private room,2,False,8,1,1.4333734110859075,1.3630703276441116
337.6842499941415,Private room,2,False,10,1,1.5514001269716866,0.923614786809486
1118.2715065732432,Entire home/apt,4,False,10,3,1.96011552062919,0.2477981208904617
335.57518805802266,Private room,2,False,9,0,3.310462564729232,0.8596018053488346
468.2117498183864,Entire home/apt,2,False,10,1,2.4641833980904337,1.5184080542126452
241.83910200829567,Private room,2,False,9,1,6.32486346550931,1.964267309099485
1739.03873643756,Entire home/apt,4,True,10,2,2.140598515315153,0.2386103255550466
368.6171583905514,Entire home/apt,2,False,10,1,6.291365973282467,2.3808055243960418
346.5891781688656,Private room,2,False,9,0,2.011355928615153,0.4006963639941867
417.8286035666581,Private room,4,False,10,2,2.937801886453491,0.998585843757206
421.34370679352287,Entire home/apt,2,False,10,1,1.737851302767052,1.877712322461092
712.8629344081738,Entire home/apt,2,False,10,1,1.0888412392791802,1.1916766135357626
308.39172310360186,Private room,3,True,9,1,1.9131368224630303,1.521022938247527
333.23178590677946,Private room,2,False,9,0,2.1368991958336045,0.0837770875750669
356.1971269889626,Private room,2,False,10,1,1.8688444053531743,0.8393184180742623
351.51032268647623,Private room,2,False,9,0,1.5647645877321996,0.1816822906160285
264.33576266023016,Private room,2,False,10,1,3.5489264149300257,2.4371601128803
344.2457760176224,Private room,2,True,10,1,2.579456768894296,1.939540827332288
515.7828134886229,Entire home/apt,4,False,9,3,2.680403418532747,1.2899112742126717
491.64577133081815,Entire home/apt,6,False,10,3,4.051917607255711,0.6841712966128629
501.2537201509151,Entire home/apt,2,False,10,1,2.314548394921164,1.595429011714874
552.808567478265,Entire home/apt,3,False,10,1,1.4756207370733208,1.4395679661164715
386.19267452487526,Private room,2,False,10,1,0.2862270363942465,0.2213098445190591
1136.5500433529398,Entire home/apt,4,True,9,2,0.3639339290695795,0.2256158781449668
268.0852061022192,Private room,2,True,10,0,8.396193965451163,3.349573513993501
319.40571321444475,Private room,2,True,10,1,3.257268339680081,1.8448750660290103
1210.3672111171,Entire home/apt,4,False,9,3,7.969305988961323,3.449791233100316
540.6228762918005,Entire home/apt,4,False,9,2,3.53040385878742,2.096772714077786
1044.6886790242074,Entire home/apt,2,False,10,1,2.158727236080072,0.462624354105188
539.6855154313032,Entire home/apt,6,True,10,3,5.309254055530047,2.98330456540736
485.5529257375859,Entire home/apt,2,False,10,1,3.550537513117757,1.394272482037601
178.0985634944813,Private room,2,True,10,1,8.894206248511344,0.4494306281654909
661.308087080824,Private room,4,False,9,2,0.2974726347767152,0.273675427402192
1572.8915239144192,Private room,4,False,9,4,0.1673131477644722,0.2400719766181269
